sample interval	G1-EMG2
           4640	  1.709
           4641	 -0.580
           4642	 -3.602
           4643	 -9.066
           4644	-10.836
           4645	 -2.015
           4646	  9.615
           4647	 13.553
           4648	  9.249
           4649	  0.855
           4650	 -8.333
           4651	-12.363
           4652	 -5.891
           4653	  4.426
           4654	  7.357
           4655	 -0.214
           4656	 -8.486
           4657	 -6.563
           4658	  1.496
           4659	  5.556
           4660	  2.991
           4661	 -1.679
           4662	 -3.083
           4663	  0.885
           4664	  5.617
           4665	  4.487
           4666	  0.305
           4667	 -0.061
           4668	  1.099
           4669	 -0.977
           4670	 -4.029
           4671	 -3.785
           4672	 -0.183
           4673	  4.182
           4674	  6.868
           4675	  5.556
           4676	 -0.092
           4677	 -4.884
           4678	 -5.311
           4679	 -6.746
           4680	 -8.791
           4681	 -4.151
           4682	  2.503
           4683	  4.457
           4684	  4.365
           4685	  3.388
           4686	  1.190
           4687	  0.183
           4688	  0.336
           4689	 -0.153
           4690	 -0.824
           4691	  0.214
           4692	  4.640
           4693	 10.775
           4694	 13.400
           4695	  8.547
           4696	 -2.839
           4697	-13.553
           4698	-16.056
           4699	-10.714
           4700	 -2.137
           4701	  3.480
           4702	  2.350
           4703	 -2.350
           4704	 -6.319
           4705	 -8.150
           4706	 -9.799
           4707	-10.134
           4708	 -4.335
           4709	  5.311
           4710	 12.759
           4711	 14.469
           4712	 11.203
           4713	  8.791
           4714	  8.761
           4715	  5.830
           4716	 -1.679
           4717	 -6.685
           4718	 -4.182
           4719	  0.183
           4720	  1.221
           4721	  0.183
           4722	 -1.893
           4723	 -5.128
           4724	 -6.227
           4725	 -1.770
           4726	  3.846
           4727	  1.862
           4728	 -4.640
           4729	 -4.212
           4730	  1.770
           4731	  4.274
           4732	  2.534
           4733	  0.153
           4734	 -0.641
           4735	 -1.435
           4736	 -3.236
           4737	 -1.496
           4738	  4.212
           4739	  6.685
           4740	  1.007
           4741	 -8.944
           4742	-13.034
           4743	 -5.556
           4744	  6.013
           4745	 10.409
           4746	  7.204
           4747	  1.526
           4748	 -3.053
           4749	 -3.510
           4750	 -0.977
           4751	  0.336
           4752	  0.641
           4753	  2.442
           4754	  4.060
           4755	  1.587
           4756	 -3.541
           4757	 -4.457
           4758	 -2.289
           4759	 -2.381
           4760	 -1.160
           4761	  1.129
           4762	  1.160
           4763	  1.557
           4764	  2.778
           4765	  2.595
           4766	 -0.275
           4767	 -4.884
           4768	 -9.096
           4769	-11.050
           4770	 -5.952
           4771	  6.105
           4772	 14.957
           4773	 13.858
           4774	  7.875
           4775	  2.534
           4776	 -1.709
           4777	 -3.663
           4778	 -3.449
           4779	 -0.977
           4780	  2.625
           4781	  2.137
           4782	 -1.618
           4783	 -4.853
           4784	 -4.945
           4785	 -2.320
           4786	 -1.618
           4787	 -0.977
           4788	  2.015
           4789	  3.999
           4790	  3.236
           4791	  1.099
           4792	 -1.526
           4793	 -3.968
           4794	 -6.929
           4795	-10.348
           4796	 -9.127
           4797	 -1.221
           4798	  6.960
           4799	  9.829
           4800	  8.394
           4801	  5.678
           4802	  2.686
           4803	  0.427
           4804	 -0.458
           4805	 -0.855
           4806	 -0.397
           4807	  1.068
           4808	  2.411
           4809	  3.175
           4810	  3.663
           4811	  3.816
           4812	  2.564
           4813	 -0.611
           4814	 -3.694
           4815	 -5.311
           4816	 -5.525
           4817	 -3.175
           4818	 -1.557
           4819	 -5.006
           4820	-10.714
           4821	-11.264
           4822	 -2.778
           4823	  7.357
           4824	 10.897
           4825	 10.928
           4826	 10.501
           4827	  6.074
           4828	 -1.862
           4829	 -5.983
           4830	 -4.335
           4831	 -3.419
           4832	 -6.593
           4833	-10.653
           4834	-11.264
           4835	 -5.159
           4836	  4.579
           4837	  8.639
           4838	  3.816
           4839	 -3.785
           4840	 -7.204
           4841	 -3.449
           4842	  4.243
           4843	  9.005
           4844	  7.631
           4845	  3.358
           4846	  0.214
           4847	  0.580
           4848	  3.694
           4849	  4.243
           4850	  2.411
           4851	  3.266
           4852	  4.487
           4853	  1.801
           4854	 -2.930
           4855	 -5.525
           4856	 -6.319
           4857	 -6.899
           4858	 -4.212
           4859	  2.320
           4860	  6.960
           4861	  6.471
           4862	  4.670
           4863	  3.297
           4864	  0.733
           4865	 -0.916
           4866	 -0.641
           4867	 -1.313
           4868	 -2.076
           4869	 -1.221
           4870	 -0.061
           4871	  0.733
           4872	  0.153
           4873	 -0.824
           4874	  0.000
           4875	  1.129
           4876	 -0.183
           4877	 -3.755
           4878	 -5.891
           4879	 -2.045
           4880	  4.457
           4881	  4.762
           4882	 -0.031
           4883	 -3.480
           4884	 -5.891
           4885	 -6.532
           4886	 -4.274
           4887	 -2.442
           4888	 -1.007
           4889	  1.801
           4890	  4.945
           4891	  6.960
           4892	  7.509
           4893	  7.051
           4894	  6.227
           4895	  3.266
           4896	 -2.656
           4897	 -8.028
           4898	-10.256
           4899	 -9.615
           4900	 -7.357
           4901	 -4.640
           4902	  0.214
           4903	  5.403
           4904	  4.945
           4905	  0.733
           4906	 -0.855
           4907	  0.336
           4908	  1.343
           4909	  1.099
           4910	  0.427
           4911	  0.214
           4912	 -0.122
           4913	 -1.343
           4914	 -0.397
           4915	  3.846
           4916	  5.800
           4917	  2.381
           4918	 -2.167
           4919	 -3.297
           4920	 -1.618
           4921	 -0.580
           4922	 -0.336
           4923	  0.519
           4924	  1.923
           4925	  3.053
           4926	  2.015
           4927	 -0.702
           4928	 -1.190
           4929	  2.228
           4930	  6.044
           4931	  7.082
           4932	  5.495
           4933	  1.526
           4934	 -3.785
           4935	 -7.875
           4936	 -7.998
           4937	 -4.884
           4938	 -2.045
           4939	  0.153
           4940	  3.571
           4941	  4.212
           4942	 -0.763
           4943	 -6.013
           4944	 -7.234
           4945	 -4.792
           4946	 -1.038
           4947	  1.313
           4948	  1.740
           4949	  1.404
           4950	  1.496
           4951	  1.557
           4952	  1.252
           4953	  1.770
           4954	  2.473
           4955	  1.404
           4956	 -0.397
           4957	 -0.885
           4958	 -0.580
           4959	  0.519
           4960	  2.534
           4961	  3.022
           4962	  0.183
           4963	 -3.724
           4964	 -5.342
           4965	 -4.365
           4966	 -1.038
           4967	  3.724
           4968	  6.471
           4969	  5.769
           4970	  3.907
           4971	  1.801
           4972	 -0.733
           4973	 -2.137
           4974	 -1.282
           4975	  1.313
           4976	  3.632
           4977	  2.106
           4978	 -2.900
           4979	 -5.586
           4980	 -2.259
           4981	  1.129
           4982	 -1.038
           4983	 -4.762
           4984	 -4.426
           4985	 -0.153
           4986	  3.663
           4987	  3.327
           4988	  0.397
           4989	 -0.977
           4990	 -1.160
           4991	 -1.862
           4992	 -0.519
           4993	  2.381
           4994	  3.297
           4995	  3.114
           4996	  2.534
           4997	  0.275
           4998	 -1.129
           4999	 -0.733
           5000	 -0.549
           5001	 -0.397
           5002	 -0.641
           5003	 -1.465
           5004	 -1.252
           5005	 -0.702
           5006	 -0.580
           5007	  0.794
           5008	  3.144
           5009	  3.144
           5010	  0.549
           5011	 -0.611
           5012	 -0.397
           5013	 -1.526
           5014	 -3.877
           5015	 -6.319
           5016	 -8.272
           5017	 -8.547
           5018	 -4.274
           5019	  3.327
           5020	  8.578
           5021	  8.822
           5022	  4.792
           5023	  1.587
           5024	  2.961
           5025	  3.877
           5026	  0.916
           5027	 -1.496
           5028	 -0.580
           5029	  1.252
           5030	  0.763
           5031	 -2.320
           5032	 -3.480
           5033	  0.061
           5034	  3.022
           5035	  1.526
           5036	 -0.916
           5037	 -1.832
           5038	 -2.411
           5039	 -3.266
           5040	 -4.121
           5041	 -5.311
           5042	 -5.830
           5043	 -2.015
           5044	  3.907
           5045	  4.701
           5046	  1.221
           5047	 -2.076
           5048	 -3.724
           5049	 -1.740
           5050	  2.411
           5051	  4.853
           5052	  4.396
           5053	  1.465
           5054	 -0.946
           5055	  1.099
           5056	  6.777
           5057	 11.508
           5058	 10.592
           5059	  2.595
           5060	 -4.945
           5061	 -6.166
           5062	 -5.067
           5063	 -5.098
           5064	 -5.342
           5065	 -4.029
           5066	 -2.167
           5067	 -2.442
           5068	 -2.961
           5069	  0.031
           5070	  4.915
           5071	  5.800
           5072	  2.625
           5073	  0.397
           5074	 -1.343
           5075	 -4.121
           5076	 -4.212
           5077	 -1.954
           5078	  0.580
           5079	  3.449
           5080	  4.274
           5081	  3.541
           5082	  2.778
           5083	  0.244
           5084	 -2.991
           5085	 -3.419
           5086	 -0.580
           5087	  2.778
           5088	  3.449
           5089	  0.519
           5090	 -3.602
           5091	 -5.800
           5092	 -4.518
           5093	 -2.015
           5094	 -0.458
           5095	  0.061
           5096	  0.458
           5097	  2.534
           5098	  4.548
           5099	  2.869
           5100	 -1.068
           5101	 -2.839
           5102	 -2.045
           5103	 -0.794
           5104	  0.641
           5105	  2.106
           5106	  2.534
           5107	  2.076
           5108	  1.404
           5109	  0.305
           5110	 -0.092
           5111	 -0.611
           5112	 -2.808
           5113	 -2.534
           5114	  0.946
           5115	  1.099
           5116	 -3.938
           5117	 -7.570
           5118	 -4.609
           5119	  0.458
