   Elapsed time	 RESP, 
       0:45.000	  0.414
       0:45.008	  0.413
       0:45.016	  0.413
       0:45.024	  0.411
       0:45.032	  0.410
       0:45.040	  0.409
       0:45.048	  0.409
       0:45.056	  0.408
       0:45.064	  0.407
       0:45.072	  0.406
       0:45.080	  0.406
       0:45.088	  0.405
       0:45.096	  0.405
       0:45.104	  0.403
       0:45.112	  0.402
       0:45.120	  0.401
       0:45.128	  0.399
       0:45.136	  0.395
       0:45.144	  0.392
       0:45.152	  0.387
       0:45.160	  0.381
       0:45.168	  0.374
       0:45.176	  0.367
       0:45.184	  0.358
       0:45.192	  0.349
       0:45.200	  0.340
       0:45.208	  0.331
       0:45.216	  0.323
       0:45.224	  0.314
       0:45.232	  0.303
       0:45.240	  0.292
       0:45.248	  0.281
       0:45.256	  0.269
       0:45.264	  0.258
       0:45.272	  0.247
       0:45.280	  0.238
       0:45.288	  0.228
       0:45.296	  0.219
       0:45.304	  0.210
       0:45.312	  0.202
       0:45.320	  0.195
       0:45.328	  0.189
       0:45.336	  0.182
       0:45.344	  0.177
       0:45.352	  0.172
       0:45.360	  0.169
       0:45.368	  0.165
       0:45.376	  0.163
       0:45.384	  0.161
       0:45.392	  0.160
       0:45.400	  0.160
       0:45.408	  0.160
       0:45.416	  0.160
       0:45.424	  0.161
       0:45.432	  0.162
       0:45.440	  0.164
       0:45.448	  0.166
       0:45.456	  0.167
       0:45.464	  0.169
       0:45.472	  0.170
       0:45.480	  0.172
       0:45.488	  0.173
       0:45.496	  0.175
       0:45.504	  0.176
       0:45.512	  0.178
       0:45.520	  0.179
       0:45.528	  0.180
       0:45.536	  0.181
       0:45.544	  0.183
       0:45.552	  0.185
       0:45.560	  0.187
       0:45.568	  0.190
       0:45.576	  0.194
       0:45.584	  0.196
       0:45.592	  0.200
       0:45.600	  0.204
       0:45.608	  0.208
       0:45.616	  0.213
       0:45.624	  0.218
       0:45.632	  0.223
       0:45.640	  0.228
       0:45.648	  0.234
       0:45.656	  0.239
       0:45.664	  0.245
       0:45.672	  0.252
       0:45.680	  0.257
       0:45.688	  0.263
       0:45.696	  0.269
       0:45.704	  0.275
       0:45.712	  0.279
       0:45.720	  0.283
       0:45.728	  0.288
       0:45.736	  0.292
       0:45.744	  0.295
       0:45.752	  0.298
       0:45.760	  0.301
       0:45.768	  0.303
       0:45.776	  0.304
       0:45.784	  0.304
       0:45.792	  0.303
       0:45.800	  0.303
       0:45.808	  0.300
       0:45.816	  0.297
       0:45.824	  0.292
       0:45.832	  0.288
       0:45.840	  0.283
       0:45.848	  0.278
       0:45.856	  0.272
       0:45.864	  0.266
       0:45.872	  0.258
       0:45.880	  0.250
       0:45.888	  0.241
       0:45.896	  0.234
       0:45.904	  0.225
       0:45.912	  0.217
       0:45.920	  0.209
       0:45.928	  0.201
       0:45.936	  0.194
       0:45.944	  0.186
       0:45.952	  0.178
       0:45.960	  0.171
       0:45.968	  0.164
       0:45.976	  0.157
       0:45.984	  0.152
       0:45.992	  0.147
       0:46.000	  0.143
       0:46.008	  0.139
       0:46.016	  0.137
       0:46.024	  0.134
       0:46.032	  0.133
       0:46.040	  0.131
       0:46.048	  0.131
       0:46.056	  0.130
       0:46.064	  0.130
       0:46.072	  0.131
       0:46.080	  0.131
       0:46.088	  0.132
       0:46.096	  0.132
       0:46.104	  0.133
       0:46.112	  0.134
       0:46.120	  0.135
       0:46.128	  0.136
       0:46.136	  0.136
       0:46.144	  0.137
       0:46.152	  0.137
       0:46.160	  0.138
       0:46.168	  0.139
       0:46.176	  0.140
       0:46.184	  0.141
       0:46.192	  0.142
       0:46.200	  0.144
       0:46.208	  0.146
       0:46.216	  0.148
       0:46.224	  0.150
       0:46.232	  0.152
       0:46.240	  0.153
       0:46.248	  0.156
       0:46.256	  0.159
       0:46.264	  0.162
       0:46.272	  0.167
       0:46.280	  0.171
       0:46.288	  0.176
       0:46.296	  0.181
       0:46.304	  0.186
       0:46.312	  0.191
       0:46.320	  0.195
       0:46.328	  0.199
       0:46.336	  0.203
       0:46.344	  0.207
       0:46.352	  0.211
       0:46.360	  0.215
       0:46.368	  0.218
       0:46.376	  0.221
       0:46.384	  0.224
       0:46.392	  0.227
       0:46.400	  0.229
       0:46.408	  0.231
       0:46.416	  0.231
       0:46.424	  0.232
       0:46.432	  0.231
       0:46.440	  0.231
       0:46.448	  0.229
       0:46.456	  0.228
       0:46.464	  0.225
       0:46.472	  0.223
       0:46.480	  0.221
       0:46.488	  0.219
       0:46.496	  0.217
       0:46.504	  0.215
       0:46.512	  0.213
       0:46.520	  0.210
       0:46.528	  0.208
       0:46.536	  0.205
       0:46.544	  0.204
       0:46.552	  0.202
       0:46.560	  0.202
       0:46.568	  0.202
       0:46.576	  0.204
       0:46.584	  0.205
       0:46.592	  0.208
       0:46.600	  0.212
       0:46.608	  0.216
       0:46.616	  0.221
       0:46.624	  0.227
       0:46.632	  0.232
       0:46.640	  0.239
       0:46.648	  0.244
       0:46.656	  0.251
       0:46.664	  0.257
       0:46.672	  0.265
       0:46.680	  0.273
       0:46.688	  0.282
       0:46.696	  0.290
       0:46.704	  0.298
       0:46.712	  0.306
       0:46.720	  0.313
       0:46.728	  0.321
       0:46.736	  0.327
       0:46.744	  0.334
       0:46.752	  0.341
       0:46.760	  0.349
       0:46.768	  0.356
       0:46.776	  0.363
       0:46.784	  0.370
       0:46.792	  0.376
       0:46.800	  0.382
       0:46.808	  0.388
       0:46.816	  0.394
       0:46.824	  0.399
       0:46.832	  0.406
       0:46.840	  0.412
       0:46.848	  0.418
       0:46.856	  0.425
       0:46.864	  0.431
       0:46.872	  0.437
       0:46.880	  0.444
       0:46.888	  0.450
       0:46.896	  0.456
       0:46.904	  0.464
       0:46.912	  0.472
       0:46.920	  0.481
       0:46.928	  0.490
       0:46.936	  0.500
       0:46.944	  0.508
       0:46.952	  0.518
       0:46.960	  0.527
       0:46.968	  0.537
       0:46.976	  0.544
       0:46.984	  0.553
       0:46.992	  0.563
       0:47.000	  0.572
       0:47.008	  0.582
       0:47.016	  0.591
       0:47.024	  0.600
       0:47.032	  0.609
       0:47.040	  0.618
       0:47.048	  0.627
       0:47.056	  0.635
       0:47.064	  0.645
       0:47.072	  0.655
       0:47.080	  0.665
       0:47.088	  0.674
       0:47.096	  0.683
       0:47.104	  0.692
       0:47.112	  0.702
       0:47.120	  0.709
       0:47.128	  0.717
       0:47.136	  0.722
       0:47.144	  0.728
       0:47.152	  0.733
       0:47.160	  0.738
       0:47.168	  0.741
       0:47.176	  0.744
       0:47.184	  0.746
       0:47.192	  0.749
       0:47.200	  0.750
       0:47.208	  0.752
       0:47.216	  0.752
       0:47.224	  0.752
       0:47.232	  0.752
       0:47.240	  0.751
       0:47.248	  0.751
       0:47.256	  0.751
       0:47.264	  0.751
       0:47.272	  0.751
       0:47.280	  0.752
       0:47.288	  0.752
       0:47.296	  0.753
       0:47.304	  0.754
       0:47.312	  0.757
       0:47.320	  0.760
       0:47.328	  0.762
       0:47.336	  0.766
       0:47.344	  0.770
       0:47.352	  0.773
       0:47.360	  0.776
       0:47.368	  0.780
       0:47.376	  0.782
       0:47.384	  0.785
       0:47.392	  0.787
       0:47.400	  0.789
       0:47.408	  0.791
       0:47.416	  0.792
       0:47.424	  0.793
       0:47.432	  0.794
       0:47.440	  0.794
       0:47.448	  0.795
       0:47.456	  0.795
       0:47.464	  0.795
       0:47.472	  0.794
       0:47.480	  0.793
       0:47.488	  0.792
       0:47.496	  0.791
       0:47.504	  0.789
       0:47.512	  0.788
       0:47.520	  0.787
       0:47.528	  0.786
       0:47.536	  0.784
       0:47.544	  0.783
       0:47.552	  0.782
       0:47.560	  0.780
       0:47.568	  0.778
       0:47.576	  0.776
       0:47.584	  0.772
       0:47.592	  0.769
       0:47.600	  0.765
       0:47.608	  0.761
       0:47.616	  0.758
       0:47.624	  0.753
       0:47.632	  0.747
       0:47.640	  0.740
       0:47.648	  0.732
       0:47.656	  0.724
       0:47.664	  0.717
       0:47.672	  0.710
       0:47.680	  0.702
       0:47.688	  0.695
       0:47.696	  0.685
       0:47.704	  0.676
       0:47.712	  0.666
       0:47.720	  0.655
       0:47.728	  0.642
       0:47.736	  0.630
       0:47.744	  0.617
       0:47.752	  0.603
       0:47.760	  0.590
       0:47.768	  0.578
       0:47.776	  0.565
       0:47.784	  0.552
       0:47.792	  0.538
       0:47.800	  0.523
       0:47.808	  0.506
       0:47.816	  0.490
       0:47.824	  0.474
       0:47.832	  0.458
       0:47.840	  0.443
       0:47.848	  0.428
       0:47.856	  0.412
       0:47.864	  0.396
       0:47.872	  0.378
       0:47.880	  0.362
       0:47.888	  0.345
       0:47.896	  0.328
       0:47.904	  0.313
       0:47.912	  0.297
       0:47.920	  0.284
       0:47.928	  0.272
       0:47.936	  0.262
       0:47.944	  0.251
       0:47.952	  0.243
       0:47.960	  0.236
       0:47.968	  0.229
       0:47.976	  0.223
       0:47.984	  0.218
       0:47.992	  0.213
       0:48.000	  0.210
       0:48.008	  0.206
       0:48.016	  0.204
       0:48.024	  0.203
       0:48.032	  0.202
       0:48.040	  0.201
       0:48.048	  0.201
       0:48.056	  0.200
       0:48.064	  0.199
       0:48.072	  0.198
       0:48.080	  0.197
       0:48.088	  0.196
       0:48.096	  0.196
       0:48.104	  0.195
       0:48.112	  0.194
       0:48.120	  0.193
       0:48.128	  0.193
       0:48.136	  0.193
       0:48.144	  0.193
       0:48.152	  0.193
       0:48.160	  0.193
       0:48.168	  0.194
       0:48.176	  0.195
       0:48.184	  0.196
       0:48.192	  0.198
       0:48.200	  0.201
       0:48.208	  0.204
       0:48.216	  0.208
       0:48.224	  0.212
       0:48.232	  0.217
       0:48.240	  0.222
       0:48.248	  0.226
       0:48.256	  0.231
       0:48.264	  0.236
       0:48.272	  0.241
       0:48.280	  0.247
       0:48.288	  0.253
       0:48.296	  0.260
       0:48.304	  0.266
       0:48.312	  0.272
       0:48.320	  0.277
       0:48.328	  0.282
       0:48.336	  0.287
       0:48.344	  0.292
       0:48.352	  0.298
       0:48.360	  0.304
       0:48.368	  0.309
       0:48.376	  0.314
       0:48.384	  0.318
       0:48.392	  0.323
       0:48.400	  0.326
       0:48.408	  0.328
       0:48.416	  0.331
       0:48.424	  0.333
       0:48.432	  0.333
       0:48.440	  0.333
       0:48.448	  0.331
       0:48.456	  0.330
       0:48.464	  0.327
       0:48.472	  0.326
       0:48.480	  0.322
       0:48.488	  0.319
       0:48.496	  0.313
       0:48.504	  0.307
       0:48.512	  0.299
       0:48.520	  0.291
       0:48.528	  0.282
       0:48.536	  0.273
       0:48.544	  0.262
       0:48.552	  0.252
       0:48.560	  0.243
       0:48.568	  0.235
       0:48.576	  0.227
       0:48.584	  0.219
       0:48.592	  0.213
       0:48.600	  0.206
       0:48.608	  0.200
       0:48.616	  0.195
       0:48.624	  0.191
       0:48.632	  0.187
       0:48.640	  0.184
       0:48.648	  0.181
       0:48.656	  0.179
       0:48.664	  0.177
       0:48.672	  0.175
       0:48.680	  0.174
       0:48.688	  0.173
       0:48.696	  0.172
       0:48.704	  0.171
       0:48.712	  0.170
       0:48.720	  0.169
       0:48.728	  0.168
       0:48.736	  0.167
       0:48.744	  0.166
       0:48.752	  0.164
       0:48.760	  0.163
       0:48.768	  0.161
       0:48.776	  0.159
       0:48.784	  0.158
       0:48.792	  0.157
       0:48.800	  0.157
       0:48.808	  0.156
       0:48.816	  0.156
       0:48.824	  0.155
       0:48.832	  0.155
       0:48.840	  0.154
       0:48.848	  0.155
       0:48.856	  0.156
       0:48.864	  0.158
       0:48.872	  0.160
       0:48.880	  0.163
       0:48.888	  0.166
       0:48.896	  0.169
       0:48.904	  0.172
       0:48.912	  0.176
       0:48.920	  0.180
       0:48.928	  0.184
       0:48.936	  0.189
       0:48.944	  0.194
       0:48.952	  0.197
       0:48.960	  0.201
       0:48.968	  0.206
       0:48.976	  0.210
       0:48.984	  0.215
       0:48.992	  0.221
       0:49.000	  0.226
       0:49.008	  0.231
       0:49.016	  0.235
       0:49.024	  0.239
       0:49.032	  0.243
       0:49.040	  0.246
       0:49.048	  0.250
       0:49.056	  0.254
       0:49.064	  0.257
       0:49.072	  0.258
       0:49.080	  0.260
       0:49.088	  0.260
       0:49.096	  0.260
       0:49.104	  0.259
       0:49.112	  0.257
       0:49.120	  0.255
       0:49.128	  0.253
       0:49.136	  0.249
       0:49.144	  0.245
       0:49.152	  0.240
       0:49.160	  0.236
       0:49.168	  0.229
       0:49.176	  0.223
       0:49.184	  0.216
       0:49.192	  0.208
       0:49.200	  0.202
       0:49.208	  0.196
       0:49.216	  0.192
       0:49.224	  0.187
       0:49.232	  0.183
       0:49.240	  0.178
       0:49.248	  0.174
       0:49.256	  0.170
       0:49.264	  0.167
       0:49.272	  0.165
       0:49.280	  0.163
       0:49.288	  0.161
       0:49.296	  0.159
       0:49.304	  0.158
       0:49.312	  0.156
       0:49.320	  0.155
       0:49.328	  0.153
       0:49.336	  0.152
       0:49.344	  0.151
       0:49.352	  0.149
       0:49.360	  0.147
       0:49.368	  0.145
       0:49.376	  0.144
       0:49.384	  0.143
       0:49.392	  0.142
       0:49.400	  0.141
       0:49.408	  0.141
       0:49.416	  0.141
       0:49.424	  0.143
       0:49.432	  0.144
       0:49.440	  0.147
       0:49.448	  0.150
       0:49.456	  0.153
       0:49.464	  0.157
       0:49.472	  0.162
       0:49.480	  0.167
       0:49.488	  0.175
       0:49.496	  0.183
       0:49.504	  0.193
       0:49.512	  0.202
       0:49.520	  0.211
       0:49.528	  0.221
       0:49.536	  0.230
       0:49.544	  0.239
       0:49.552	  0.249
       0:49.560	  0.260
       0:49.568	  0.271
       0:49.576	  0.282
       0:49.584	  0.292
       0:49.592	  0.303
       0:49.600	  0.313
       0:49.608	  0.323
       0:49.616	  0.333
       0:49.624	  0.344
       0:49.632	  0.355
       0:49.640	  0.367
       0:49.648	  0.378
       0:49.656	  0.390
       0:49.664	  0.402
       0:49.672	  0.413
       0:49.680	  0.423
       0:49.688	  0.434
       0:49.696	  0.443
       0:49.704	  0.452
       0:49.712	  0.458
       0:49.720	  0.466
       0:49.728	  0.473
       0:49.736	  0.480
       0:49.744	  0.486
       0:49.752	  0.492
       0:49.760	  0.497
       0:49.768	  0.501
       0:49.776	  0.504
       0:49.784	  0.507
       0:49.792	  0.509
       0:49.800	  0.510
       0:49.808	  0.511
       0:49.816	  0.513
       0:49.824	  0.513
       0:49.832	  0.514
       0:49.840	  0.514
       0:49.848	  0.515
       0:49.856	  0.515
       0:49.864	  0.516
       0:49.872	  0.517
       0:49.880	  0.518
       0:49.888	  0.520
       0:49.896	  0.522
       0:49.904	  0.524
       0:49.912	  0.527
       0:49.920	  0.530
       0:49.928	  0.533
       0:49.936	  0.538
       0:49.944	  0.543
       0:49.952	  0.549
       0:49.960	  0.555
       0:49.968	  0.563
       0:49.976	  0.571
       0:49.984	  0.580
       0:49.992	  0.588
       0:50.000	  0.595
       0:50.008	  0.603
       0:50.016	  0.610
       0:50.024	  0.617
       0:50.032	  0.625
       0:50.040	  0.631
       0:50.048	  0.639
       0:50.056	  0.647
       0:50.064	  0.654
       0:50.072	  0.661
       0:50.080	  0.667
       0:50.088	  0.674
       0:50.096	  0.680
       0:50.104	  0.688
       0:50.112	  0.697
       0:50.120	  0.705
       0:50.128	  0.716
       0:50.136	  0.725
       0:50.144	  0.737
       0:50.152	  0.748
       0:50.160	  0.759
       0:50.168	  0.769
       0:50.176	  0.779
       0:50.184	  0.789
       0:50.192	  0.799
       0:50.200	  0.809
       0:50.208	  0.820
       0:50.216	  0.831
       0:50.224	  0.840
       0:50.232	  0.849
       0:50.240	  0.857
       0:50.248	  0.866
       0:50.256	  0.874
       0:50.264	  0.883
       0:50.272	  0.891
       0:50.280	  0.898
       0:50.288	  0.904
       0:50.296	  0.910
       0:50.304	  0.915
       0:50.312	  0.919
       0:50.320	  0.921
       0:50.328	  0.924
       0:50.336	  0.925
       0:50.344	  0.925
       0:50.352	  0.923
       0:50.360	  0.922
       0:50.368	  0.917
       0:50.376	  0.913
       0:50.384	  0.907
       0:50.392	  0.901
       0:50.400	  0.894
       0:50.408	  0.887
       0:50.416	  0.875
       0:50.424	  0.863
       0:50.432	  0.848
       0:50.440	  0.834
       0:50.448	  0.814
       0:50.456	  0.796
       0:50.464	  0.773
       0:50.472	  0.752
       0:50.480	  0.730
       0:50.488	  0.709
       0:50.496	  0.687
       0:50.504	  0.667
       0:50.512	  0.644
       0:50.520	  0.622
       0:50.528	  0.598
       0:50.536	  0.576
       0:50.544	  0.554
       0:50.552	  0.534
       0:50.560	  0.514
       0:50.568	  0.495
       0:50.576	  0.477
       0:50.584	  0.459
       0:50.592	  0.444
       0:50.600	  0.427
       0:50.608	  0.413
       0:50.616	  0.399
       0:50.624	  0.386
       0:50.632	  0.373
       0:50.640	  0.364
       0:50.648	  0.354
       0:50.656	  0.346
       0:50.664	  0.338
       0:50.672	  0.331
       0:50.680	  0.325
       0:50.688	  0.318
       0:50.696	  0.312
       0:50.704	  0.306
       0:50.712	  0.301
       0:50.720	  0.297
       0:50.728	  0.293
       0:50.736	  0.290
       0:50.744	  0.287
       0:50.752	  0.285
       0:50.760	  0.283
       0:50.768	  0.283
       0:50.776	  0.281
       0:50.784	  0.281
       0:50.792	  0.281
       0:50.800	  0.281
       0:50.808	  0.281
       0:50.816	  0.282
       0:50.824	  0.283
       0:50.832	  0.283
       0:50.840	  0.284
       0:50.848	  0.286
       0:50.856	  0.287
       0:50.864	  0.289
       0:50.872	  0.290
       0:50.880	  0.292
       0:50.888	  0.294
       0:50.896	  0.296
       0:50.904	  0.298
       0:50.912	  0.300
       0:50.920	  0.302
       0:50.928	  0.304
       0:50.936	  0.306
       0:50.944	  0.308
       0:50.952	  0.310
       0:50.960	  0.312
       0:50.968	  0.314
       0:50.976	  0.315
       0:50.984	  0.316
       0:50.992	  0.316
       0:51.000	  0.316
       0:51.008	  0.316
       0:51.016	  0.316
       0:51.024	  0.315
       0:51.032	  0.314
       0:51.040	  0.312
       0:51.048	  0.311
       0:51.056	  0.308
       0:51.064	  0.305
       0:51.072	  0.301
       0:51.080	  0.297
       0:51.088	  0.291
       0:51.096	  0.285
       0:51.104	  0.278
       0:51.112	  0.271
       0:51.120	  0.264
       0:51.128	  0.257
       0:51.136	  0.249
       0:51.144	  0.242
       0:51.152	  0.235
       0:51.160	  0.228
       0:51.168	  0.220
       0:51.176	  0.213
       0:51.184	  0.206
       0:51.192	  0.199
       0:51.200	  0.194
       0:51.208	  0.188
       0:51.216	  0.183
       0:51.224	  0.179
       0:51.232	  0.175
       0:51.240	  0.171
       0:51.248	  0.169
       0:51.256	  0.166
       0:51.264	  0.165
       0:51.272	  0.163
       0:51.280	  0.163
       0:51.288	  0.163
       0:51.296	  0.163
       0:51.304	  0.164
       0:51.312	  0.165
       0:51.320	  0.166
       0:51.328	  0.166
       0:51.336	  0.167
       0:51.344	  0.168
       0:51.352	  0.168
       0:51.360	  0.168
       0:51.368	  0.169
       0:51.376	  0.168
       0:51.384	  0.168
       0:51.392	  0.168
       0:51.400	  0.168
       0:51.408	  0.168
       0:51.416	  0.168
       0:51.424	  0.168
       0:51.432	  0.168
       0:51.440	  0.169
       0:51.448	  0.169
       0:51.456	  0.170
       0:51.464	  0.171
       0:51.472	  0.172
       0:51.480	  0.174
       0:51.488	  0.176
       0:51.496	  0.178
       0:51.504	  0.180
       0:51.512	  0.182
       0:51.520	  0.184
       0:51.528	  0.187
       0:51.536	  0.190
       0:51.544	  0.193
       0:51.552	  0.196
       0:51.560	  0.200
       0:51.568	  0.204
       0:51.576	  0.208
       0:51.584	  0.212
       0:51.592	  0.216
       0:51.600	  0.220
       0:51.608	  0.224
       0:51.616	  0.228
       0:51.624	  0.231
       0:51.632	  0.235
       0:51.640	  0.239
       0:51.648	  0.242
       0:51.656	  0.246
       0:51.664	  0.250
       0:51.672	  0.254
       0:51.680	  0.257
       0:51.688	  0.260
       0:51.696	  0.262
       0:51.704	  0.264
       0:51.712	  0.265
       0:51.720	  0.266
       0:51.728	  0.265
       0:51.736	  0.264
       0:51.744	  0.261
       0:51.752	  0.259
       0:51.760	  0.255
       0:51.768	  0.252
       0:51.776	  0.247
       0:51.784	  0.243
       0:51.792	  0.238
       0:51.800	  0.233
       0:51.808	  0.226
       0:51.816	  0.220
       0:51.824	  0.215
       0:51.832	  0.209
       0:51.840	  0.204
       0:51.848	  0.199
       0:51.856	  0.196
       0:51.864	  0.191
       0:51.872	  0.188
       0:51.880	  0.185
       0:51.888	  0.183
       0:51.896	  0.181
       0:51.904	  0.180
       0:51.912	  0.180
       0:51.920	  0.180
       0:51.928	  0.180
       0:51.936	  0.180
       0:51.944	  0.180
       0:51.952	  0.180
       0:51.960	  0.181
       0:51.968	  0.181
       0:51.976	  0.182
       0:51.984	  0.182
       0:51.992	  0.182
       0:52.000	  0.182
       0:52.008	  0.182
       0:52.016	  0.181
       0:52.024	  0.181
       0:52.032	  0.180
       0:52.040	  0.180
       0:52.048	  0.178
       0:52.056	  0.177
       0:52.064	  0.175
       0:52.072	  0.173
       0:52.080	  0.172
       0:52.088	  0.170
       0:52.096	  0.169
       0:52.104	  0.167
       0:52.112	  0.167
       0:52.120	  0.166
       0:52.128	  0.166
       0:52.136	  0.165
       0:52.144	  0.165
       0:52.152	  0.166
       0:52.160	  0.166
       0:52.168	  0.167
       0:52.176	  0.170
       0:52.184	  0.173
       0:52.192	  0.177
       0:52.200	  0.182
       0:52.208	  0.189
       0:52.216	  0.195
       0:52.224	  0.202
       0:52.232	  0.210
       0:52.240	  0.217
       0:52.248	  0.224
       0:52.256	  0.231
       0:52.264	  0.238
       0:52.272	  0.246
       0:52.280	  0.254
       0:52.288	  0.264
       0:52.296	  0.274
       0:52.304	  0.283
       0:52.312	  0.293
       0:52.320	  0.302
       0:52.328	  0.311
       0:52.336	  0.320
       0:52.344	  0.328
       0:52.352	  0.337
       0:52.360	  0.347
       0:52.368	  0.354
       0:52.376	  0.362
       0:52.384	  0.368
       0:52.392	  0.374
       0:52.400	  0.379
       0:52.408	  0.384
       0:52.416	  0.389
       0:52.424	  0.393
       0:52.432	  0.397
       0:52.440	  0.400
       0:52.448	  0.403
       0:52.456	  0.405
       0:52.464	  0.407
       0:52.472	  0.409
       0:52.480	  0.411
       0:52.488	  0.412
       0:52.496	  0.413
       0:52.504	  0.415
       0:52.512	  0.418
       0:52.520	  0.421
       0:52.528	  0.425
       0:52.536	  0.428
       0:52.544	  0.433
       0:52.552	  0.437
       0:52.560	  0.442
       0:52.568	  0.446
       0:52.576	  0.451
       0:52.584	  0.456
       0:52.592	  0.460
       0:52.600	  0.466
       0:52.608	  0.472
       0:52.616	  0.479
       0:52.624	  0.484
       0:52.632	  0.490
       0:52.640	  0.495
       0:52.648	  0.500
       0:52.656	  0.504
       0:52.664	  0.509
       0:52.672	  0.514
       0:52.680	  0.520
       0:52.688	  0.526
       0:52.696	  0.532
       0:52.704	  0.538
       0:52.712	  0.544
       0:52.720	  0.549
       0:52.728	  0.555
       0:52.736	  0.560
       0:52.744	  0.566
       0:52.752	  0.573
       0:52.760	  0.580
       0:52.768	  0.587
       0:52.776	  0.595
       0:52.784	  0.602
       0:52.792	  0.610
       0:52.800	  0.618
       0:52.808	  0.626
       0:52.816	  0.633
       0:52.824	  0.642
       0:52.832	  0.651
       0:52.840	  0.660
       0:52.848	  0.671
       0:52.856	  0.680
       0:52.864	  0.691
       0:52.872	  0.703
       0:52.880	  0.713
       0:52.888	  0.722
       0:52.896	  0.732
       0:52.904	  0.741
       0:52.912	  0.751
       0:52.920	  0.761
       0:52.928	  0.770
       0:52.936	  0.780
       0:52.944	  0.789
       0:52.952	  0.797
       0:52.960	  0.804
       0:52.968	  0.812
       0:52.976	  0.820
       0:52.984	  0.829
       0:52.992	  0.838
       0:53.000	  0.847
       0:53.008	  0.853
       0:53.016	  0.860
       0:53.024	  0.866
       0:53.032	  0.872
       0:53.040	  0.875
       0:53.048	  0.879
       0:53.056	  0.880
       0:53.064	  0.882
       0:53.072	  0.880
       0:53.080	  0.878
       0:53.088	  0.874
       0:53.096	  0.869
       0:53.104	  0.863
       0:53.112	  0.858
       0:53.120	  0.851
       0:53.128	  0.845
       0:53.136	  0.836
       0:53.144	  0.827
       0:53.152	  0.815
       0:53.160	  0.804
       0:53.168	  0.792
       0:53.176	  0.780
       0:53.184	  0.767
       0:53.192	  0.755
       0:53.200	  0.743
       0:53.208	  0.731
       0:53.216	  0.721
       0:53.224	  0.711
       0:53.232	  0.701
       0:53.240	  0.690
       0:53.248	  0.680
       0:53.256	  0.670
       0:53.264	  0.660
       0:53.272	  0.650
       0:53.280	  0.640
       0:53.288	  0.630
       0:53.296	  0.620
       0:53.304	  0.609
       0:53.312	  0.597
       0:53.320	  0.585
       0:53.328	  0.572
       0:53.336	  0.559
       0:53.344	  0.546
       0:53.352	  0.534
       0:53.360	  0.522
       0:53.368	  0.510
       0:53.376	  0.500
       0:53.384	  0.490
       0:53.392	  0.480
       0:53.400	  0.470
       0:53.408	  0.460
       0:53.416	  0.451
       0:53.424	  0.443
       0:53.432	  0.435
       0:53.440	  0.429
       0:53.448	  0.422
       0:53.456	  0.417
       0:53.464	  0.413
       0:53.472	  0.410
       0:53.480	  0.406
       0:53.488	  0.404
       0:53.496	  0.401
       0:53.504	  0.400
       0:53.512	  0.399
       0:53.520	  0.397
       0:53.528	  0.396
       0:53.536	  0.395
       0:53.544	  0.395
       0:53.552	  0.394
       0:53.560	  0.394
       0:53.568	  0.395
       0:53.576	  0.395
       0:53.584	  0.395
       0:53.592	  0.395
       0:53.600	  0.395
       0:53.608	  0.395
       0:53.616	  0.395
       0:53.624	  0.394
       0:53.632	  0.393
       0:53.640	  0.392
       0:53.648	  0.389
       0:53.656	  0.386
       0:53.664	  0.382
       0:53.672	  0.378
       0:53.680	  0.374
       0:53.688	  0.370
       0:53.696	  0.364
       0:53.704	  0.358
       0:53.712	  0.351
       0:53.720	  0.343
       0:53.728	  0.333
       0:53.736	  0.325
       0:53.744	  0.315
       0:53.752	  0.306
       0:53.760	  0.296
       0:53.768	  0.286
       0:53.776	  0.275
       0:53.784	  0.264
       0:53.792	  0.252
       0:53.800	  0.239
       0:53.808	  0.228
       0:53.816	  0.216
       0:53.824	  0.205
       0:53.832	  0.194
       0:53.840	  0.185
       0:53.848	  0.175
       0:53.856	  0.167
       0:53.864	  0.160
       0:53.872	  0.153
       0:53.880	  0.148
       0:53.888	  0.144
       0:53.896	  0.139
       0:53.904	  0.137
       0:53.912	  0.134
       0:53.920	  0.133
       0:53.928	  0.133
       0:53.936	  0.133
       0:53.944	  0.133
       0:53.952	  0.134
       0:53.960	  0.136
       0:53.968	  0.137
       0:53.976	  0.139
       0:53.984	  0.142
       0:53.992	  0.144
       0:54.000	  0.146
       0:54.008	  0.147
       0:54.016	  0.148
       0:54.024	  0.150
       0:54.032	  0.151
       0:54.040	  0.152
       0:54.048	  0.152
       0:54.056	  0.154
       0:54.064	  0.155
       0:54.072	  0.156
       0:54.080	  0.157
       0:54.088	  0.159
       0:54.096	  0.160
       0:54.104	  0.161
       0:54.112	  0.163
       0:54.120	  0.164
       0:54.128	  0.167
       0:54.136	  0.169
       0:54.144	  0.172
       0:54.152	  0.176
       0:54.160	  0.179
       0:54.168	  0.183
       0:54.176	  0.188
       0:54.184	  0.192
       0:54.192	  0.196
       0:54.200	  0.201
       0:54.208	  0.207
       0:54.216	  0.212
       0:54.224	  0.218
       0:54.232	  0.223
       0:54.240	  0.228
       0:54.248	  0.234
       0:54.256	  0.239
       0:54.264	  0.245
       0:54.272	  0.251
       0:54.280	  0.257
       0:54.288	  0.262
       0:54.296	  0.268
       0:54.304	  0.274
       0:54.312	  0.279
